"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-02-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",6.73,"provisorisch"
"2026-02-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.62,"provisorisch"
"2026-02-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.55,"provisorisch"
"2026-02-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",951.44,"provisorisch"
"2026-02-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",19.33,"provisorisch"
"2026-02-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",74.76,"provisorisch"
"2026-02-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.52,"provisorisch"
"2026-02-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.57,"provisorisch"
"2026-02-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",948.88,"provisorisch"
"2026-02-04T00:00+0100","Zch_Heubeeribüel","T","d1","°C",1.07,"provisorisch"
"2026-02-04T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.72,"provisorisch"
"2026-02-04T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",925.58,"provisorisch"
"2026-02-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.76,"provisorisch"
"2026-02-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.77,"provisorisch"
"2026-02-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",945.84,"provisorisch"
"2026-02-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.63,"provisorisch"
"2026-02-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.23,"provisorisch"
"2026-02-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",948.31,"provisorisch"
"2026-02-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",33.35,"provisorisch"
"2026-02-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.28,"provisorisch"
"2026-02-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.16,"provisorisch"
"2026-02-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",945.73,"provisorisch"
"2026-02-05T00:00+0100","Zch_Heubeeribüel","T","d1","°C",0.54,"provisorisch"
"2026-02-05T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.98,"provisorisch"
"2026-02-05T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",921.49,"provisorisch"
"2026-02-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.85,"provisorisch"
"2026-02-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.59,"provisorisch"
"2026-02-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",941.7,"provisorisch"
"2026-02-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.67,"provisorisch"
"2026-02-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.25,"provisorisch"
"2026-02-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",944.14,"provisorisch"
"2026-02-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",78.18,"provisorisch"
"2026-02-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.38,"provisorisch"
"2026-02-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.21,"provisorisch"
"2026-02-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",941.53,"provisorisch"
"2026-02-06T00:00+0100","Zch_Heubeeribüel","T","d1","°C",4.76,"provisorisch"
"2026-02-06T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",8.33,"provisorisch"
"2026-02-06T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",924.58,"provisorisch"
"2026-02-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",281.61,"provisorisch"
"2026-02-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.96,"provisorisch"
"2026-02-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.71,"provisorisch"
"2026-02-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",944.43,"provisorisch"
"2026-02-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",417.71,"provisorisch"
"2026-02-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.46,"provisorisch"
"2026-02-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.42,"provisorisch"
"2026-02-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",946.87,"provisorisch"
"2026-02-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",472.72,"provisorisch"
"2026-02-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",44.59,"provisorisch"
"2026-02-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.38,"provisorisch"
"2026-02-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.53,"provisorisch"
"2026-02-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",944.37,"provisorisch"
"2026-02-07T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.62,"provisorisch"
"2026-02-07T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",9.56,"provisorisch"
"2026-02-07T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",934.01,"provisorisch"
"2026-02-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",74.1,"provisorisch"
"2026-02-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.56,"provisorisch"
"2026-02-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.17,"provisorisch"
"2026-02-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",953.95,"provisorisch"
"2026-02-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",105.63,"provisorisch"
"2026-02-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.12,"provisorisch"
"2026-02-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.44,"provisorisch"
"2026-02-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",956.43,"provisorisch"
"2026-02-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",140.8,"provisorisch"
"2026-02-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",99.48,"provisorisch"
"2026-02-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.93,"provisorisch"
"2026-02-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.23,"provisorisch"
"2026-02-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",953.9,"provisorisch"
"2026-02-08T00:00+0100","Zch_Heubeeribüel","T","d1","°C",2.43,"provisorisch"
"2026-02-08T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.4,"provisorisch"
"2026-02-08T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",935.79,"provisorisch"
"2026-02-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.29,"provisorisch"
"2026-02-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",5.39,"provisorisch"
"2026-02-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",956.12,"provisorisch"
"2026-02-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.08,"provisorisch"
"2026-02-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.46,"provisorisch"
"2026-02-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",958.68,"provisorisch"
"2026-02-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",26.15,"provisorisch"
"2026-02-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.91,"provisorisch"
"2026-02-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.48,"provisorisch"
"2026-02-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.07,"provisorisch"
"2026-02-09T00:00+0100","Zch_Heubeeribüel","T","d1","°C",2.61,"provisorisch"
"2026-02-09T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.83,"provisorisch"
"2026-02-09T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",935.61,"provisorisch"
"2026-02-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.21,"provisorisch"
"2026-02-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",5.97,"provisorisch"
"2026-02-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",955.89,"provisorisch"
"2026-02-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.77,"provisorisch"
"2026-02-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.28,"provisorisch"
"2026-02-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",958.45,"provisorisch"
"2026-02-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-02-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",57.24,"provisorisch"
"2026-02-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.66,"provisorisch"
"2026-02-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.3,"provisorisch"
"2026-02-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",955.86,"provisorisch"
"2026-02-10T00:00+0100","Zch_Heubeeribüel","T","d1","°C",2.88,"provisorisch"
"2026-02-10T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",5.43,"provisorisch"
"2026-02-10T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",929.28,"provisorisch"
"2026-02-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",295.57,"provisorisch"
"2026-02-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.65,"provisorisch"
"2026-02-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.17,"provisorisch"
"2026-02-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",949.39,"provisorisch"
"2026-02-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",415.77,"provisorisch"
"2026-02-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.05,"provisorisch"
"2026-02-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.07,"provisorisch"
"2026-02-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",951.91,"provisorisch"
"2026-02-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",424.52,"provisorisch"
"2026-02-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",42.76,"provisorisch"
"2026-02-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.18,"provisorisch"
"2026-02-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.56,"provisorisch"
"2026-02-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",949.32,"provisorisch"
"2026-02-11T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.53,"provisorisch"
"2026-02-11T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",9.32,"provisorisch"
"2026-02-11T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",922.84,"provisorisch"
"2026-02-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",307.48,"provisorisch"
"2026-02-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.85,"provisorisch"
"2026-02-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.72,"provisorisch"
"2026-02-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",942.67,"provisorisch"
"2026-02-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",421.85,"provisorisch"
"2026-02-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.48,"provisorisch"
"2026-02-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.2,"provisorisch"
"2026-02-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",945.06,"provisorisch"
"2026-02-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",475.35,"provisorisch"
"2026-02-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",43.18,"provisorisch"
"2026-02-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.17,"provisorisch"
"2026-02-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.91,"provisorisch"
"2026-02-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",942.58,"provisorisch"
"2026-02-12T00:00+0100","Zch_Heubeeribüel","T","d1","°C",5.8,"provisorisch"
"2026-02-12T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",7.21,"provisorisch"
"2026-02-12T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",918.65,"provisorisch"
"2026-02-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",380.33,"provisorisch"
"2026-02-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.31,"provisorisch"
"2026-02-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.67,"provisorisch"
"2026-02-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",938.42,"provisorisch"
"2026-02-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",530.43,"provisorisch"
"2026-02-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.81,"provisorisch"
"2026-02-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.3,"provisorisch"
"2026-02-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",940.91,"provisorisch"
"2026-02-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",498.11,"provisorisch"
"2026-02-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",31.74,"provisorisch"
"2026-02-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.67,"provisorisch"
"2026-02-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.17,"provisorisch"
"2026-02-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",938.41,"provisorisch"
"2026-02-13T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.25,"provisorisch"
"2026-02-13T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",9.74,"provisorisch"
"2026-02-13T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",924.45,"provisorisch"
"2026-02-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",56.97,"provisorisch"
"2026-02-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.77,"provisorisch"
"2026-02-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.41,"provisorisch"
"2026-02-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",944.39,"provisorisch"
"2026-02-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",83.55,"provisorisch"
"2026-02-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.28,"provisorisch"
"2026-02-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.63,"provisorisch"
"2026-02-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",946.8,"provisorisch"
"2026-02-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",66.02,"provisorisch"
"2026-02-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",106.96,"provisorisch"
"2026-02-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.01,"provisorisch"
"2026-02-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.47,"provisorisch"
"2026-02-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",944.31,"provisorisch"
"2026-02-14T00:00+0100","Zch_Heubeeribüel","T","d1","°C",3.55,"provisorisch"
"2026-02-14T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.96,"provisorisch"
"2026-02-14T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",929.93,"provisorisch"
"2026-02-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",368.27,"provisorisch"
"2026-02-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.44,"provisorisch"
"2026-02-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.91,"provisorisch"
"2026-02-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",950.11,"provisorisch"
"2026-02-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",554.72,"provisorisch"
"2026-02-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.14,"provisorisch"
"2026-02-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.45,"provisorisch"
"2026-02-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",952.58,"provisorisch"
"2026-02-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",474.74,"provisorisch"
"2026-02-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",24.66,"provisorisch"
"2026-02-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.9,"provisorisch"
"2026-02-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.1,"provisorisch"
"2026-02-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",949.99,"provisorisch"
"2026-02-15T00:00+0100","Zch_Heubeeribüel","T","d1","°C",0.55,"provisorisch"
"2026-02-15T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",2.56,"provisorisch"
"2026-02-15T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",940.91,"provisorisch"
"2026-02-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",352.5,"provisorisch"
"2026-02-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.45,"provisorisch"
"2026-02-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.38,"provisorisch"
"2026-02-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.54,"provisorisch"
"2026-02-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",588.37,"provisorisch"
"2026-02-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.82,"provisorisch"
"2026-02-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.39,"provisorisch"
"2026-02-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.15,"provisorisch"
"2026-02-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",411.18,"provisorisch"
"2026-02-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",55.14,"provisorisch"
"2026-02-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.84,"provisorisch"
"2026-02-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.36,"provisorisch"
"2026-02-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.45,"provisorisch"
"2026-02-16T00:00+0100","Zch_Heubeeribüel","T","d1","°C",3.88,"provisorisch"
"2026-02-16T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",6.22,"provisorisch"
"2026-02-16T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",931.72,"provisorisch"
"2026-02-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",522.22,"provisorisch"
"2026-02-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.45,"provisorisch"
"2026-02-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.9,"provisorisch"
"2026-02-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",951.87,"provisorisch"
"2026-02-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",691.67,"provisorisch"
"2026-02-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.93,"provisorisch"
"2026-02-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.91,"provisorisch"
"2026-02-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",954.47,"provisorisch"
"2026-02-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",602.34,"provisorisch"
"2026-02-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",48.58,"provisorisch"
"2026-02-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.86,"provisorisch"
"2026-02-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.0,"provisorisch"
"2026-02-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",951.9,"provisorisch"
"2026-02-17T00:00+0100","Zch_Heubeeribüel","T","d1","°C",1.76,"provisorisch"
"2026-02-17T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.81,"provisorisch"
"2026-02-17T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",939.78,"provisorisch"
"2026-02-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",347.18,"provisorisch"
"2026-02-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.39,"provisorisch"
"2026-02-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.48,"provisorisch"
"2026-02-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.3,"provisorisch"
"2026-02-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",686.48,"provisorisch"
"2026-02-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.07,"provisorisch"
"2026-02-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.5,"provisorisch"
"2026-02-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.86,"provisorisch"
"2026-02-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",464.4,"provisorisch"
"2026-02-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",59.2,"provisorisch"
"2026-02-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.93,"provisorisch"
"2026-02-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.67,"provisorisch"
"2026-02-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.28,"provisorisch"
"2026-02-18T00:00+0100","Zch_Heubeeribüel","T","d1","°C",0.41,"provisorisch"
"2026-02-18T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",1.41,"provisorisch"
"2026-02-18T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",939.67,"provisorisch"
"2026-02-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",526.9,"provisorisch"
"2026-02-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.7,"provisorisch"
"2026-02-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.15,"provisorisch"
"2026-02-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.19,"provisorisch"
"2026-02-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",629.6,"provisorisch"
"2026-02-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.3,"provisorisch"
"2026-02-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.51,"provisorisch"
"2026-02-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.74,"provisorisch"
"2026-02-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",619.28,"provisorisch"
"2026-02-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",26.23,"provisorisch"
"2026-02-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.4,"provisorisch"
"2026-02-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",3.63,"provisorisch"
"2026-02-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.11,"provisorisch"
"2026-02-19T00:00+0100","Zch_Heubeeribüel","T","d1","°C",2.68,"provisorisch"
"2026-02-19T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.72,"provisorisch"
"2026-02-19T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",931.77,"provisorisch"
"2026-02-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",322.03,"provisorisch"
"2026-02-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.17,"provisorisch"
"2026-02-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.04,"provisorisch"
"2026-02-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",951.89,"provisorisch"
"2026-02-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",459.68,"provisorisch"
"2026-02-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.45,"provisorisch"
"2026-02-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.11,"provisorisch"
"2026-02-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",954.4,"provisorisch"
"2026-02-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",465.82,"provisorisch"
"2026-02-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",33.86,"provisorisch"
"2026-02-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.61,"provisorisch"
"2026-02-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.3,"provisorisch"
"2026-02-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",951.83,"provisorisch"
"2026-02-20T00:00+0100","Zch_Heubeeribüel","T","d1","°C",4.47,"provisorisch"
"2026-02-20T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",6.68,"provisorisch"
"2026-02-20T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",948.54,"provisorisch"
